Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,,revenue,,,
716448783,Blue,200,0,119,04-06-2023,Week-23,Q2,2023,6235,0,1225,34,0,Swipe ,Travel,269.5,0,,1694.5,49.83823529,,
716451183,Blue,250,1,151,04-06-2023,Week-23,Q2,2023,5556,1711,1706,21,0.308,Swipe ,Bills,426.5,0,,2382.5,113.452381,,
716452083,Blue,340,1,79,04-06-2023,Week-23,Q2,2023,4271,1150,2052,50,0.269,Swipe ,Bills,595.08,0,,2987.08,59.7416,,
716452908,Blue,290,1,102,04-06-2023,Week-23,Q2,2023,9239,1421,2246,44,0.154,Swipe ,Grocery,516.58,0,,3052.58,69.37681818,,
716453883,Blue,250,1,112,04-06-2023,Week-23,Q2,2023,3889,1839,4423,63,0.473,Chip ,Entertainment,884.6,0,,5557.6,88.21587302,,
716454858,Blue,435,1,110,04-06-2023,Week-23,Q2,2023,4014,2266,14257,94,0.565,Swipe ,Travel,1710.84,0,,16402.84,174.4982979,,
716455683,Silver,245,0,103,04-06-2023,Week-23,Q2,2023,15534,726,1279,28,0.047,Swipe ,Travel,179.06,0,,1703.06,60.82357143,,
716456808,Blue,140,1,40,04-06-2023,Week-23,Q2,2023,8087,1263,2429,69,0.156,Swipe ,Fuel,194.32,0,,2763.32,40.04811594,,
716457783,Silver,435,1,108,04-06-2023,Week-23,Q2,2023,12633,1661,14378,98,0.131,Chip ,Food,2300.48,0,,17113.48,174.6273469,,
716458983,Blue,455,1,40,04-06-2023,Week-23,Q2,2023,3281,837,1424,29,0.255,Swipe ,Fuel,156.64,0,,2035.64,70.19448276,,
716460933,Blue,245,0,91,04-06-2023,Week-23,Q2,2023,10306,1427,1456,44,0.138,Swipe ,Bills,189.28,0,,1890.28,42.96090909,,
716461683,Silver,290,0,107,04-06-2023,Week-23,Q2,2023,11884,1339,4134,72,0.113,Swipe ,Fuel,413.4,0,,4837.4,67.18611111,,
716462658,Blue,285,0,106,04-06-2023,Week-23,Q2,2023,18037,0,1387,36,0,Swipe ,Entertainment,208.05,0,,1880.05,52.22361111,,
716464533,Blue,455,0,99,04-06-2023,Week-23,Q2,2023,9550,2517,13783,116,0.264,Online ,Travel,1240.47,0,,15478.47,133.4350862,,
716466483,Blue,150,0,114,04-06-2023,Week-23,Q2,2023,2245,1342,4624,87,0.598,Swipe ,Grocery,1063.52,0,,5837.52,67.09793103,,
716468658,Blue,125,1,64,04-06-2023,Week-23,Q2,2023,3537,0,4101,80,0,Swipe ,Bills,738.18,0,,4964.18,62.05225,,
716470683,Blue,405,1,119,04-06-2023,Week-23,Q2,2023,20631,2048,4827,77,0.099,Chip ,Travel,579.24,0,,5811.24,75.47064935,,
716471508,Blue,125,0,98,04-06-2023,Week-23,Q2,2023,19865,0,4350,83,0,Chip ,Entertainment,565.5,0,,5040.5,60.72891566,,
716474358,Blue,300,0,92,04-06-2023,Week-23,Q2,2023,1721,729,4853,74,0.424,Swipe ,Fuel,1407.37,0,,6560.37,88.65364865,,
716475183,Blue,445,0,46,04-06-2023,Week-23,Q2,2023,10290,753,4326,81,0.073,Online ,Fuel,475.86,0,,5246.86,64.77604938,,
716477133,Blue,175,1,98,04-06-2023,Week-23,Q2,2023,1438.3,838,3910,75,0.583,Swipe ,Entertainment,860.2,0,,4945.2,65.936,,
716479233,Blue,175,0,66,04-06-2023,Week-23,Q2,2023,13258,1721,1080,21,0.13,Swipe ,Bills,194.4,0,,1449.4,69.01904762,,
716480358,Blue,450,1,75,04-06-2023,Week-23,Q2,2023,11121,1296,13814,81,0.117,Online ,Food,2348.38,0,,16612.38,205.0911111,,
716481408,Blue,450,1,115,04-06-2023,Week-23,Q2,2023,1461,0,4769,76,0,Swipe ,Bills,763.04,0,,5982.04,78.71105263,,
716482533,Blue,275,0,110,04-06-2023,Week-23,Q2,2023,3329,0,14893,98,0,Online ,Travel,2680.74,0,,17848.74,182.13,,
716483358,Blue,485,1,112,04-06-2023,Week-23,Q2,2023,6125,1329,5481,68,0.217,Chip ,Fuel,876.96,0,,6842.96,100.6317647,,
716484333,Blue,125,0,90,04-06-2023,Week-23,Q2,2023,1696,1177,4410,84,0.694,Swipe ,Entertainment,926.1,0,,5461.1,65.01309524,,
716485308,Blue,245,1,120,04-06-2023,Week-23,Q2,2023,1780,1541,5008,93,0.866,Swipe ,Grocery,751.2,0,,6004.2,64.56129032,,
716486508,Blue,380,1,87,04-06-2023,Week-23,Q2,2023,3399,0,5529,78,0,Swipe ,Bills,1382.25,0,,7291.25,93.4775641,,
716487408,Blue,245,1,40,04-06-2023,Week-23,Q2,2023,3235,2517,1637,43,0.778,Swipe ,Bills,441.99,0,,2323.99,54.04627907,,
716492583,Blue,125,1,48,04-06-2023,Week-23,Q2,2023,2388,1708,4539,89,0.715,Chip ,Bills,953.19,0,,5617.19,63.11449438,,
716493408,Blue,125,1,48,04-06-2023,Week-23,Q2,2023,15875,1719,1592,37,0.108,Swipe ,Bills,286.56,0,,2003.56,54.15027027,,
716494383,Blue,470,0,118,04-06-2023,Week-23,Q2,2023,3585,931,4399,78,0.26,Chip ,Food,395.91,0,,5264.91,67.49884615,,
716497908,Blue,335,1,128,04-06-2023,Week-23,Q2,2023,8519,0,3698,65,0,Online ,Grocery,221.88,0,,4254.88,65.45969231,,
716498883,Blue,455,0,79,04-06-2023,Week-23,Q2,2023,22067,685,3577,64,0.031,Swipe ,Fuel,965.79,0,,4997.79,78.09046875,,
716501133,Blue,320,1,66,04-06-2023,Week-23,Q2,2023,2051,1154,3912,79,0.563,Swipe ,Food,899.76,0,,5131.76,64.95898734,,
716506083,Blue,220,1,78,04-06-2023,Week-23,Q2,2023,5409,0,10291,60,0,Chip ,Travel,2264.02,0,,12775.02,212.917,,
716510658,Blue,175,1,71,04-06-2023,Week-23,Q2,2023,2595,2353,2526,41,0.907,Swipe ,Fuel,656.76,0,,3357.76,81.89658537,,
716511483,Blue,485,1,101,04-06-2023,Week-23,Q2,2023,4752,1400,3404,54,0.295,Swipe ,Entertainment,816.96,0,,4705.96,87.14740741,,
716512383,Blue,335,0,104,04-06-2023,Week-23,Q2,2023,2816,2517,4817,87,0.894,Swipe ,Food,1107.91,0,,6259.91,71.95298851,,
716513358,Blue,125,0,49,04-06-2023,Week-23,Q2,2023,2069,1802,4402,91,0.871,Chip ,Entertainment,1100.5,0,,5627.5,61.84065934,,
716516208,Blue,125,1,88,04-06-2023,Week-23,Q2,2023,1438.3,0,3748,64,0,Swipe ,Fuel,787.08,0,,4660.08,72.81375,,
716520033,Blue,150,0,105,04-06-2023,Week-23,Q2,2023,1981,1448,4639,61,0.731,Chip ,Fuel,1020.58,0,,5809.58,95.23901639,,
716522583,Blue,490,0,108,04-06-2023,Week-23,Q2,2023,2335,1845,1362,33,0.79,Swipe ,Bills,177.06,0,,2029.06,61.48666667,,
716529258,Blue,425,1,76,04-06-2023,Week-23,Q2,2023,31864,0,1591,35,0,Swipe ,Grocery,111.37,0,,2127.37,60.782,,
716530533,Blue,415,1,106,04-06-2023,Week-23,Q2,2023,2573,1640,4094,77,0.637,Chip ,Entertainment,1064.44,0,,5573.44,72.38233766,,
716532258,Blue,150,1,43,04-06-2023,Week-23,Q2,2023,2827,1308,3291,55,0.463,Swipe ,Bills,691.11,0,,4132.11,75.12927273,,
716535408,Blue,395,0,110,04-06-2023,Week-23,Q2,2023,12219,1462,3843,69,0.12,Swipe ,Bills,1114.47,0,,5352.47,77.57202899,,
716537433,Blue,245,1,108,04-06-2023,Week-23,Q2,2023,2428,2005,5170,68,0.826,Swipe ,Entertainment,723.8,0,,6138.8,90.27647059,,
716543433,Blue,375,1,69,04-06-2023,Week-23,Q2,2023,9959,1049,15195,99,0.105,Swipe ,Grocery,1975.35,0,,17545.35,177.2257576,,
716545383,Blue,125,0,90,04-06-2023,Week-23,Q2,2023,9599,1554,1154,38,0.162,Swipe ,Bills,311.58,0,,1590.58,41.85736842,,
716546283,Blue,495,1,108,04-06-2023,Week-23,Q2,2023,13049,943,3944,72,0.072,Swipe ,Entertainment,354.96,0,,4793.96,66.58277778,,
716548083,Blue,150,0,95,04-06-2023,Week-23,Q2,2023,2973,2360,2593,57,0.794,Swipe ,Bills,440.81,0,,3183.81,55.85631579,,
716549058,Blue,140,0,59,04-06-2023,Week-23,Q2,2023,3111,2290,1998,41,0.736,Swipe ,Bills,259.74,0,,2397.74,58.48146341,,
716551533,Blue,425,0,108,04-06-2023,Week-23,Q2,2023,2874,2201,4779,86,0.766,Swipe ,Bills,1051.38,0,,6255.38,72.73697674,,
716552433,Blue,200,0,75,04-06-2023,Week-23,Q2,2023,5056,1067,15926,117,0.211,Chip ,Travel,2070.38,0,,18196.38,155.5246154,,
716556258,Blue,375,1,90,04-06-2023,Week-23,Q2,2023,9966,0,4401,60,0,Chip ,Fuel,792.18,0,,5568.18,92.803,,
716558283,Blue,200,0,92,04-06-2023,Week-23,Q2,2023,1621,1046,5247,84,0.645,Swipe ,Entertainment,524.7,0,,5971.7,71.09166667,,
716559108,Blue,285,0,102,04-06-2023,Week-23,Q2,2023,2899,2418,4296,68,0.834,Chip ,Food,902.16,0,,5483.16,80.63470588,,
716564433,Blue,175,0,119,04-06-2023,Week-23,Q2,2023,4287,0,1635,41,0,Online ,Fuel,212.55,0,,2022.55,49.3304878,,
716565258,Blue,350,1,112,04-06-2023,Week-23,Q2,2023,12830,0,2526,54,0,Swipe ,Entertainment,227.34,1,,3103.34,57.46925926,,
716567433,Blue,245,1,82,04-06-2023,Week-23,Q2,2023,3179,1229,4337,82,0.387,Chip ,Grocery,997.51,1,,5579.51,68.04280488,,
716568708,Blue,200,0,68,04-06-2023,Week-23,Q2,2023,2726,0,1099,27,0,Swipe ,Travel,197.82,1,,1496.82,55.43777778,,
716569983,Blue,290,0,76,04-06-2023,Week-23,Q2,2023,2355,1773,1765,27,0.753,Swipe ,Entertainment,441.25,1,,2496.25,92.4537037,,
716570958,Blue,245,0,79,04-06-2023,Week-23,Q2,2023,14409,511,2351,39,0.035,Chip ,Travel,305.63,1,,2901.63,74.40076923,,
716573058,Blue,125,1,83,04-06-2023,Week-23,Q2,2023,1438.3,0,1598,40,0,Swipe ,Fuel,351.56,1,,2074.56,51.864,,
716574033,Silver,280,0,125,04-06-2023,Week-23,Q2,2023,18000,1829,7149,86,0.102,Swipe ,Fuel,1215.33,0,,8644.33,100.5154651,,
716575758,Blue,250,1,106,04-06-2023,Week-23,Q2,2023,1438.3,0,1859,41,0,Swipe ,Entertainment,278.85,0,,2387.85,58.2402439,,
716578158,Blue,175,0,107,04-06-2023,Week-23,Q2,2023,2722,1592,3205,49,0.585,Swipe ,Grocery,224.35,0,,3604.35,73.55816327,,
716580033,Blue,310,0,68,04-06-2023,Week-23,Q2,2023,21178,1796,1872,59,0.085,Swipe ,Bills,205.92,0,,2387.92,40.47322034,,
716580933,Blue,290,1,87,04-06-2023,Week-23,Q2,2023,1970,1224,4533,65,0.621,Chip ,Grocery,1223.91,0,,6046.91,93.02938462,,
716581983,Blue,125,1,72,04-06-2023,Week-23,Q2,2023,4384,929,4792,91,0.212,Swipe ,Entertainment,1102.16,0,,6019.16,66.14461538,,
716584158,Blue,420,1,123,04-06-2023,Week-23,Q2,2023,14438,2517,2090,47,0.174,Swipe ,Grocery,585.2,0,,3095.2,65.85531915,,
716586408,Blue,455,1,115,04-06-2023,Week-23,Q2,2023,4850,1022,4187,86,0.211,Swipe ,Grocery,921.14,0,,5563.14,64.68767442,,
716592558,Blue,375,1,117,04-06-2023,Week-23,Q2,2023,2340,1101,4501,68,0.471,Chip ,Fuel,270.06,0,,5146.06,75.67735294,,
716593533,Blue,375,1,82,04-06-2023,Week-23,Q2,2023,5070,0,3651,76,0,Swipe ,Entertainment,693.69,0,,4719.69,62.10118421,,
716596308,Blue,470,1,111,04-06-2023,Week-23,Q2,2023,3919,1640,1872,51,0.418,Swipe ,Entertainment,486.72,0,,2828.72,55.46509804,,
716600733,Blue,430,0,89,04-06-2023,Week-23,Q2,2023,2033,228,2572,43,0.112,Swipe ,Entertainment,282.92,0,,3284.92,76.39348837,,
716602683,Blue,250,1,79,04-06-2023,Week-23,Q2,2023,5678,2082,5092,70,0.367,Chip ,Fuel,763.8,0,,6105.8,87.22571429,,
716604633,Blue,495,0,80,04-06-2023,Week-23,Q2,2023,6725,2025,1865,53,0.301,Swipe ,Entertainment,205.15,0,,2565.15,48.3990566,,
716606733,Blue,395,1,128,04-06-2023,Week-23,Q2,2023,3043,2054,4833,85,0.675,Swipe ,Bills,724.95,0,,5952.95,70.03470588,,
716608608,Blue,270,1,57,04-06-2023,Week-23,Q2,2023,8004,1452,1084,32,0.181,Swipe ,Bills,205.96,0,,1559.96,48.74875,,
716609433,Blue,125,1,95,04-06-2023,Week-23,Q2,2023,16828,2517,4939,63,0.15,Swipe ,Bills,592.68,0,,5656.68,89.78857143,,
716610558,Blue,150,1,53,04-06-2023,Week-23,Q2,2023,10962,1559,2724,71,0.142,Online ,Bills,572.04,0,,3446.04,48.53577465,,
716612958,Blue,140,0,94,04-06-2023,Week-23,Q2,2023,10980,1726,1830,36,0.157,Swipe ,Food,256.2,0,,2226.2,61.83888889,,
716613933,Blue,440,0,88,04-06-2023,Week-23,Q2,2023,3417,1482,3651,60,0.434,Swipe ,Entertainment,657.18,0,,4748.18,79.13633333,,
716614683,Gold,245,1,103,04-06-2023,Week-23,Q2,2023,34516,1255,3847,73,0.036,Swipe ,Fuel,692.46,0,,4784.46,65.54054795,,
716615583,Blue,425,0,118,04-06-2023,Week-23,Q2,2023,1795,794,1834,59,0.442,Swipe ,Entertainment,220.08,0,,2479.08,42.01830508,,
716617608,Blue,125,1,82,04-06-2023,Week-23,Q2,2023,1560,995,1936,58,0.638,Swipe ,Food,425.92,0,,2486.92,42.87793103,,
716619558,Silver,330,1,98,04-06-2023,Week-23,Q2,2023,13747,1941,16401,119,0.141,Chip ,Travel,2788.17,0,,19519.17,164.0266387,,
716620458,Blue,300,1,62,04-06-2023,Week-23,Q2,2023,4500,0,2439,63,0,Swipe ,Entertainment,268.29,0,,3007.29,47.7347619,,
716624133,Blue,410,1,73,04-06-2023,Week-23,Q2,2023,12786,1880,1205,19,0.147,Swipe ,Bills,241,0,,1856,97.68421053,,
716625033,Blue,485,0,86,04-06-2023,Week-23,Q2,2023,2761,0,2753,43,0,Chip ,Entertainment,412.95,0,,3650.95,84.90581395,,
716626008,Blue,490,1,101,04-06-2023,Week-23,Q2,2023,5062,1659,4243,102,0.328,Chip ,Bills,594.02,0,,5327.02,52.22568627,,
716628633,Blue,250,0,130,04-06-2023,Week-23,Q2,2023,4388,1519,4406,74,0.346,Swipe ,Entertainment,1145.56,0,,5801.56,78.39945946,,
716630508,Blue,250,1,81,04-06-2023,Week-23,Q2,2023,12698,2361,4425,75,0.186,Swipe ,Grocery,752.25,0,,5427.25,72.36333333,,
716631708,Blue,175,0,116,04-06-2023,Week-23,Q2,2023,2713,1990,4027,67,0.734,Chip ,Entertainment,1006.75,0,,5208.75,77.74253731,,
716632758,Blue,390,1,88,04-06-2023,Week-23,Q2,2023,2802,2363,1295,40,0.843,Swipe ,Travel,90.65,0,,1775.65,44.39125,,
716635758,Blue,300,1,80,04-06-2023,Week-23,Q2,2023,3276,2331,4345,68,0.712,Chip ,Fuel,391.05,0,,5036.05,74.05955882,,
716636808,Blue,150,0,60,04-06-2023,Week-23,Q2,2023,34516,0,3572,55,0,Swipe ,Bills,893,0,,4615,83.90909091,,
716639058,Blue,345,0,82,04-06-2023,Week-23,Q2,2023,26308,0,3278,53,0,Chip ,Entertainment,491.7,0,,4114.7,77.63584906,,
716641983,Blue,190,1,95,04-06-2023,Week-23,Q2,2023,7790,753,4835,84,0.097,Chip ,Entertainment,1015.35,0,,6040.35,71.90892857,,
716643033,Blue,450,0,126,04-06-2023,Week-23,Q2,2023,2580,2137,2981,40,0.828,Swipe ,Food,268.29,0,,3699.29,92.48225,,
716644008,Silver,355,1,113,04-06-2023,Week-23,Q2,2023,34516,0,9931,70,0,Chip ,Travel,2085.51,0,,12371.51,176.7358571,,
716645883,Blue,175,0,101,04-06-2023,Week-23,Q2,2023,13867,0,4297,68,0,Swipe ,Fuel,558.61,0,,5030.61,73.97955882,,
716647983,Blue,375,1,94,04-06-2023,Week-23,Q2,2023,7712,962,1574,34,0.125,Swipe ,Bills,173.14,0,,2122.14,62.41588235,,
716653758,Blue,300,1,79,04-06-2023,Week-23,Q2,2023,1467,0,4226,74,0,Chip ,Fuel,1098.76,0,,5624.76,76.01027027,,
716654808,Blue,455,0,46,04-06-2023,Week-23,Q2,2023,24593,0,2084,31,0,Chip ,Fuel,541.84,0,,3080.84,99.38193548,,
716655858,Blue,300,0,141,04-06-2023,Week-23,Q2,2023,34516,0,14036,99,0,Online ,Grocery,4070.44,0,,18406.44,185.9236364,,
716657058,Blue,340,0,76,04-06-2023,Week-23,Q2,2023,8358,926,1566,37,0.111,Swipe ,Bills,297.54,0,,2203.54,59.55513514,,
716660583,Blue,95,1,46,04-06-2023,Week-23,Q2,2023,10271,1746,3696,72,0.17,Swipe ,Grocery,739.2,0,,4530.2,62.91944444,,
716662683,Blue,100,0,114,04-06-2023,Week-23,Q2,2023,3185,1820,5069,81,0.571,Swipe ,Food,1470.01,0,,6639.01,81.96308642,,
716663808,Silver,495,1,107,04-06-2023,Week-23,Q2,2023,3999,721,15443,102,0.18,Chip ,Fuel,2162.02,0,,18100.02,177.4511765,,
716666133,Blue,225,0,116,04-06-2023,Week-23,Q2,2023,19350,0,4657,70,0,Swipe ,Grocery,1303.96,0,,6185.96,88.37085714,,
716668308,Blue,300,0,108,11-06-2023,Week-24,Q2,2023,12405,0,3151,39,0,Swipe ,Bills,630.2,0,,4081.2,104.6461538,,
716669658,Blue,245,1,89,11-06-2023,Week-24,Q2,2023,2006,1608,2760,38,0.802,Chip ,Food,276,0,,3281,86.34210526,,
716670783,Blue,465,0,116,11-06-2023,Week-24,Q2,2023,24703,1085,4776,63,0.044,Swipe ,Bills,668.64,0,,5909.64,93.80380952,,
716671983,Blue,445,0,95,11-06-2023,Week-24,Q2,2023,5983,1885,4141,65,0.315,Chip ,Fuel,1200.89,0,,5786.89,89.02907692,,
716673258,Blue,480,1,107,11-06-2023,Week-24,Q2,2023,2347,1488,3977,83,0.634,Online ,Bills,1073.79,0,,5530.79,66.6360241,,
716675358,Blue,355,0,136,11-06-2023,Week-24,Q2,2023,3478,941,4607,83,0.271,Swipe ,Grocery,1289.96,0,,6251.96,75.32481928,,
716680983,Blue,285,0,71,11-06-2023,Week-24,Q2,2023,1956,1053,4924,70,0.538,Chip ,Grocery,1132.52,0,,6341.52,90.59314286,,
716682258,Blue,250,0,43,11-06-2023,Week-24,Q2,2023,31945,1591,3650,62,0.05,Swipe ,Travel,438,0,,4338,69.96774194,,
716685033,Blue,395,1,91,11-06-2023,Week-24,Q2,2023,5559,1600,5344,82,0.288,Swipe ,Entertainment,1389.44,0,,7128.44,86.93219512,,
716686158,Blue,420,1,58,11-06-2023,Week-24,Q2,2023,1479,601,1621,32,0.406,Swipe ,Bills,421.46,0,,2462.46,76.951875,,
716688183,Blue,425,0,108,11-06-2023,Week-24,Q2,2023,1665,1521,2878,45,0.914,Swipe ,Grocery,661.94,0,,3964.94,88.10977778,,
716689383,Blue,340,0,81,11-06-2023,Week-24,Q2,2023,3649,929,3964,77,0.255,Swipe ,Bills,396.4,0,,4700.4,61.04415584,,
716691783,Blue,325,0,135,11-06-2023,Week-24,Q2,2023,6218,2517,7689,84,0.405,Swipe ,Food,2152.92,0,,10166.92,121.0347619,,
716692683,Blue,200,1,117,11-06-2023,Week-24,Q2,2023,9096,0,2318,54,0,Swipe ,Entertainment,602.68,0,,3120.68,57.79037037,,
716694108,Blue,225,0,78,11-06-2023,Week-24,Q2,2023,5195,468,2682,48,0.09,Swipe ,Grocery,509.58,0,,3416.58,71.17875,,
716695533,Blue,175,1,83,11-06-2023,Week-24,Q2,2023,2017,1557,3875,75,0.772,Online ,Grocery,891.25,0,,4941.25,65.88333333,,
716697708,Blue,340,1,112,11-06-2023,Week-24,Q2,2023,3293,0,3121,56,0,Swipe ,Grocery,811.46,0,,4272.46,76.29392857,,
716698608,Blue,270,0,96,11-06-2023,Week-24,Q2,2023,8924,0,4441,87,0,Swipe ,Bills,1243.48,0,,5954.48,68.44229885,,
716702358,Blue,385,1,105,11-06-2023,Week-24,Q2,2023,2337,698,4048,83,0.299,Chip ,Entertainment,283.36,0,,4716.36,56.82361446,,
716704158,Blue,225,1,115,11-06-2023,Week-24,Q2,2023,34516,2517,8087,86,0.073,Swipe ,Grocery,970.44,0,,9282.44,107.9353488,,
716705433,Silver,100,1,79,11-06-2023,Week-24,Q2,2023,12590,931,4182,78,0.074,Swipe ,Fuel,585.48,0,,4867.48,62.40358974,,
716708583,Blue,125,1,93,11-06-2023,Week-24,Q2,2023,7684,0,7667,68,0,Chip ,Travel,690.03,0,,8482.03,124.7357353,,
716709858,Blue,300,1,119,11-06-2023,Week-24,Q2,2023,3074,0,2721,54,0,Swipe ,Fuel,326.52,0,,3347.52,61.99111111,,
716711433,Blue,325,1,90,11-06-2023,Week-24,Q2,2023,7897,157,2270,46,0.02,Online ,Entertainment,499.4,0,,3094.4,67.26956522,,
716713533,Blue,100,0,47,11-06-2023,Week-24,Q2,2023,19063,1236,3393,58,0.065,Swipe ,Fuel,916.11,0,,4409.11,76.01913793,,
716714733,Blue,375,1,73,11-06-2023,Week-24,Q2,2023,3460,955,3642,69,0.276,Chip ,Food,728.4,0,,4745.4,68.77391304,,
716716083,Blue,400,1,124,11-06-2023,Week-24,Q2,2023,3355,1878,4578,84,0.56,Chip ,Fuel,1144.5,0,,6122.5,72.88690476,,
716717733,Blue,245,1,69,11-06-2023,Week-24,Q2,2023,4841,859,8918,87,0.177,Chip ,Fuel,891.8,0,,10054.8,115.5724138,,
716721483,Blue,110,1,114,11-06-2023,Week-24,Q2,2023,14458,2017,8696,72,0.14,Chip ,Travel,695.68,0,,9501.68,131.9677778,,
716723658,Blue,150,0,79,11-06-2023,Week-24,Q2,2023,3525,1519,13625,110,0.431,Swipe ,Entertainment,817.5,0,,14592.5,132.6590909,,
716725008,Blue,400,1,116,11-06-2023,Week-24,Q2,2023,7667,2191,7886,94,0.286,Swipe ,Food,946.32,0,,9232.32,98.21617021,,
716726058,Blue,245,1,116,11-06-2023,Week-24,Q2,2023,2865,1523,4609,79,0.532,Swipe ,Food,875.71,0,,5729.71,72.52797468,,
716727258,Blue,200,1,63,11-06-2023,Week-24,Q2,2023,1481,0,4435,67,0,Chip ,Bills,1241.8,0,,5876.8,87.71343284,,
716728233,Blue,150,0,73,11-06-2023,Week-24,Q2,2023,3216,1480,14178,123,0.46,Chip ,Bills,2410.26,0,,16738.26,136.0834146,,
716732958,Blue,395,0,79,11-06-2023,Week-24,Q2,2023,7244,2031,7925,90,0.28,Swipe ,Food,792.5,0,,9112.5,101.25,,
716733933,Blue,175,1,131,11-06-2023,Week-24,Q2,2023,1898,725,5051,64,0.382,Swipe ,Fuel,707.14,0,,5933.14,92.7053125,,
716736858,Blue,100,0,82,11-06-2023,Week-24,Q2,2023,3144,0,3774,80,0,Chip ,Travel,226.44,0,,4100.44,51.2555,,
716739258,Blue,250,0,76,11-06-2023,Week-24,Q2,2023,1438.3,0,3932,62,0,Swipe ,Travel,471.84,0,,4653.84,75.06193548,,
716741508,Blue,100,1,100,11-06-2023,Week-24,Q2,2023,2831,1167,4460,65,0.412,Swipe ,Grocery,535.2,0,,5095.2,78.38769231,,
716742483,Blue,355,1,55,11-06-2023,Week-24,Q2,2023,7504,1134,7525,100,0.151,Swipe ,Food,1730.75,0,,9610.75,96.1075,,
716745408,Blue,355,0,50,11-06-2023,Week-24,Q2,2023,12813,1998,7803,81,0.156,Swipe ,Bills,1092.42,0,,9250.42,114.202716,,
716747283,Blue,200,1,116,11-06-2023,Week-24,Q2,2023,2097,1224,5059,79,0.584,Chip ,Bills,758.85,0,,6017.85,76.17531646,,
716748483,Platinum,100,0,138,11-06-2023,Week-24,Q2,2023,3720,1569,16208,129,0.422,Chip ,Food,2107.04,0,,18415.04,142.7522481,,
716750358,Blue,220,1,98,11-06-2023,Week-24,Q2,2023,6373,1562,3483,82,0.245,Swipe ,Food,592.11,0,,4295.11,52.37939024,,
716751858,Blue,450,1,149,11-06-2023,Week-24,Q2,2023,2401,496,2597,40,0.207,Swipe ,Grocery,311.64,0,,3358.64,83.966,,
716753058,Blue,140,1,73,11-06-2023,Week-24,Q2,2023,2699,564,4813,78,0.209,Swipe ,Bills,1155.12,0,,6108.12,78.30923077,,
716754783,Blue,355,1,91,11-06-2023,Week-24,Q2,2023,17228,1331,2229,44,0.077,Swipe ,Entertainment,222.9,0,,2806.9,63.79318182,,
716756133,Blue,175,0,90,11-06-2023,Week-24,Q2,2023,2422,1237,5079,80,0.511,Swipe ,Food,1117.38,0,,6371.38,79.64225,,
716757033,Blue,175,1,79,11-06-2023,Week-24,Q2,2023,6859,1766,3045,56,0.257,Swipe ,Entertainment,426.3,0,,3646.3,65.1125,,
716758008,Blue,405,1,81,11-06-2023,Week-24,Q2,2023,2984,1879,4813,83,0.63,Swipe ,Entertainment,336.91,0,,5554.91,66.92662651,,
716758908,Blue,245,1,92,11-06-2023,Week-24,Q2,2023,34516,2213,4492,71,0.064,Chip ,Fuel,1078.08,0,,5815.08,81.90253521,,
716761308,Blue,175,1,115,11-06-2023,Week-24,Q2,2023,2286,0,5199,83,0,Swipe ,Bills,311.94,0,,5685.94,68.5053012,,
716762733,Blue,200,0,108,11-06-2023,Week-24,Q2,2023,3449,1634,8300,94,0.474,Swipe ,Entertainment,2324,0,,10824,115.1489362,,
716766033,Blue,275,1,68,11-06-2023,Week-24,Q2,2023,1768,1242,4439,65,0.702,Swipe ,Grocery,887.8,0,,5601.8,86.18153846,,
716768808,Blue,250,1,71,11-06-2023,Week-24,Q2,2023,23848,1967,1591,43,0.082,Swipe ,Fuel,111.37,0,,1952.37,45.40395349,,
716769783,Blue,475,0,80,11-06-2023,Week-24,Q2,2023,5104,736,3943,78,0.144,Chip ,Fuel,630.88,0,,5048.88,64.72923077,,
716773533,Blue,385,0,170,11-06-2023,Week-24,Q2,2023,1726,1215,1712,48,0.704,Swipe ,Entertainment,222.56,0,,2319.56,48.32416667,,
716780283,Blue,455,1,91,11-06-2023,Week-24,Q2,2023,6628,1735,4050,89,0.262,Swipe ,Grocery,688.5,0,,5193.5,58.35393258,,
716782758,Blue,250,1,89,11-06-2023,Week-24,Q2,2023,19075,0,2013,32,0,Chip ,Bills,563.64,0,,2826.64,88.3325,,
716786808,Blue,175,0,58,11-06-2023,Week-24,Q2,2023,1659,0,3838,66,0,Swipe ,Bills,921.12,0,,4934.12,74.75939394,,
716790633,Blue,370,1,96,11-06-2023,Week-24,Q2,2023,17239,0,1789,38,0,Swipe ,Food,214.68,0,,2373.68,62.46526316,,
716791908,Blue,100,0,112,11-06-2023,Week-24,Q2,2023,14566,1045,4480,77,0.072,Swipe ,Entertainment,1075.2,0,,5655.2,73.44415584,,
716793108,Blue,490,0,84,11-06-2023,Week-24,Q2,2023,1934,1070,2334,61,0.553,Swipe ,Bills,466.8,0,,3290.8,53.94754098,,
716797758,Blue,405,1,116,11-06-2023,Week-24,Q2,2023,3519,0,1670,33,0,Swipe ,Fuel,467.6,0,,2542.6,77.04848485,,
